name,line
Beat,"Well, you better man up, yo, cause we gotta find Lollipop. Le's start "
Neku,"...... (If the GM was right, Beat's only got two more days after"
Beat,"Yo yo yo! Wrong way, man! Scramble's back this way."
Beat,"Oof! Oww, dammit! Freakin' wall... Now where's that keypin? Whaaa?"
Neku,Gone!? Then we're trapped in here?
Beat,"...Tsk. Here, of all places..."
Neku,What do you mean?
Beat,"N-nothin', aight?"
Neku,...... Crap. This complicates things. How do we open the walls without 
Beat,"Yo, you know when I woke up, this was lyin' next to me."
Neku,"...... Well, thanks for mentioning. What is it? A box? What's inside?"
Beat,"I couldn't get it open, man. I tried smackin' the button on top, but--"
Neku,Are you crazy? What if it was a trap?
Beat,"...... Yo, you show me a button, and I wanna push it. Aight?"
Neku,I think they design traps like this with you in mind.
Beat,"Sh-shut up, yo! Leas' we know the button don't work. Press it an' this"
Neku,Oh yeah?
Box,WRONG! Layout reset.
Neku,Now what does that mean?
Beat,"Hmm? We got mail, yo. ""See you at Towa Records. Key's in the box."" This"
Neku,It's from Kariya. So the keypin is in this box?
Beat,That sneaky bastard. How we supposed to open it?
Neku,"...... If the box says ""wrong"" then there must be a ""right."" (We need a"
Beat,"Yeah, they was lyin' all over the place."
Neku,Let's check it out.
Beat,"I'll hang on to the box, yo. You tell me when to push the button, "
Neku,Huh?
Beat,......
Neku,Flowers... Was there an accident here? (Hmm? Why isn't he talking?)
Beat,"'Sup with this piece a' paper, yo?"
Neku,Are these markings supposed to be Noise?
Beat,"This star symbol looks familiar, yo."
Neku,"Yeah, 'cause it's on that box of yours."
Beat,Whoa! You're right.
Neku,Think there's a connection?
Beat,"You see this piece a' paper, man?"
Neku,Figure that mark is a Noise?
Beat,"There's a picture of a moon, too."
Neku,What does it mean?
Beat,"Yo, check this piece a' paper."
Neku,These markings look like Noise.
Beat,"There's a picture of a sun, too."
Neku,What does it mean?
Beat,Ooh! Lemme guess! Is it...push time?
Neku,......
Beat,"Aww, no push?"
Neku,I don't think we have the right answer yet.
Beat,"You sure you aint just scared, man?"
Neku,...... (Talk about projection...)
Beat,"OK... Here goes, yo! Careful when you push it!"
Neku,(...Me?)
Box,WRONG! Layout reset.
Beat,"Bwaaah! Whatchu playin' at, Phones!?"
Neku,......
Beat,Don't go pushin' the button widdout thinkin'. Be smart!
Neku,"(That, coming from you?)"
Box,CORRECT! Box unlocked.
Beat,"Booya! We did it, Phones!"
Neku,"(... ""We""?) OK, box's unlocked."
Beat,"I'll take it from here, yo!"
Neku,......
Beat,Sweet! A keypin!
Neku,OK! Let's hurry to Towa Records!
Beat,"Dammit... Not yet, man. This is a Lv. 1 keypin. It won't open the way "
Neku,"Well, no point in staying here. Let's see what we can find over that "
Beat,"Aight! Follow me, yo!"
Neku,Uh-huh. Lead the way...
Beat,"Yo, we don't have the keypin for this wall. Le's head for"
Beat,"Aight, it opened! Le's move!"
Beat,"Where you at, Lollipop!? COME ON OUT!"
Neku,"H-hey, reel it in! He's already said he's over by the record store."
Beat,"Whatever, yo. He can hear me. I shout loud! Rrgh... C'mon, I can't "
Neku,I know! Settle down. (What's got him so upset today? Did something
Beat,! Yo! Phones! I see somethin' over there!
Neku,OK. Let's check it out.
Neku,What have we here?
Beat,Anotha' box?
Neku,Again?
Beat,"Yo, I call Box Holder! Jus' say when you wanna push the button."
Neku,(...Right.)
Beat,"You see this piece a' paper, man?"
Neku,This mark here must represent Noise.
Beat,"There's a picture of a moon, too."
Neku,Just like our new box.
Beat,Ooh! You solve it?
Neku,......
Beat,"Sure you got it right, man?"
Neku,"...... (You tell me, genius. )"
Box,CORRECT! Box unlocked.
Beat,"Hey! Very imprecious, Phones!"
Neku,"(Rhyme must have had her hands full...) OK, box's unlocked. Let's open "
Beat,"I got this, yo!"
Neku,......
Beat,Bwaaah!
Neku,What?
Beat,"There's a box in the box! Man, I'm sick a' rackin' my brain..."
Neku,(He's actually been... THINKING?)
Beat,"Aight, your turn, Phones. I'll watch the box!"
Neku,......
Beat,"Yo, check this piece a' paper."
Neku,These markings must be Noise.
Beat,"There's a picture of a sun, too."
Neku,Just like our new box.
Beat,Ooh! You solve it?
Neku,......
Beat,"Sure you got it, man?"
Neku,"...... (Help, if you're that worried!)"
Box,CORRECT! Box unlocked.
Beat,"Wow, Phones. That was spesticular!"
Neku,"(Rhyme DID have her hands full... Very full.) OK, box's unlocked. Let's"
Beat,"I got this, yo!"
Neku,......
Beat,Booyaka! Another keypin! Now we can get to Towa Records!
Neku,All right. Let's hurry! But still... You have to wonder. Why would 
Beat,......
Neku,"All right. Open it up. ...... Hey, you got the keyp-- Huh? Where..."
Beat,......
Neku,(What's he doing?)
Neku,"Hey, man, what's wrong?"
Beat,This is where...
Neku,Flowers... Was there an accident here? (An accident! ......)
Beat,...... ......
Neku,"!? Hey, whoa! Tears? Seriously... Who are you and what have you done "
Beat,This is where... where me an' Rhyme died.
Neku,Here?
Beat,"That morning' me an' my folks had it out. Jus' like always, I took off."
Neku,......
Beat,"I jumped in front of her, but... I ain't strong enough to stop a car, "
Neku,"I'm...I'm really sorry, man."
Beat,I killed her. I stole her future... ya know? Rhyme wasn't a loser like 
Neku,"But c'mon, man. You know she didn't hold it against you."
Beat,I'll never know.
Neku,...Huh? But you two got along great!
Beat,"Yeah, she never blamed me."
Neku,See?
Beat,"LISTEN! She... She didn't remember, yo."
Neku,"Like, her memory was gone?"
Beat,"I dunno. But when we woke up in the UG, an' whatchu think she said to "
Neku,So they took her memory... Like they did with me.
Beat,Prob'ly. But she didn't win the Game. So even if I become Composer an'
Neku,That's terrible...
Beat,It's what it is. But I don't care! I'm still gonna bring her back! 
Neku,"I'm with you, man."
Beat,"Thanks. ...... Sorry, I'm wastin' time. We...we gotta get over to Towa"
Beat,"Here goes. Aight, it's open. Le's go, Phones."
Neku,OK.
Beat,Where you at!? Come on out!
Neku,Is he even here?
Beat,"Tsk... Fool's prob'ly hidin' somewhere. Yo, what if we scan for him?"
Neku,You can't scan Reapers.
Beat,"No, but we might find anotha' clue!"
Neku,...... All right.
Beat,"Yo, Phones, hold up! Lollipop said he's here, right? Le's "
Neku,That's odd...
Beat,Huh? Wassup?
Neku,I can't scan!
Beat,"What? That's wack, man! Try again."
Neku,(......) I'm serious! It's not working.
Beat,No way! Why not!?
Neku,(Good question.)
Beat,So this means... what? Everybody's a Reaper?
Neku,"C'mon, please. You see any wings? And if they were Reapers, they'd "
Beat,"Aight... so then what, yo?"
Neku,"! Hey, look! Red Skull pins."
Beat,"Yeah, all the people's got 'em..."
Neku,"Wait! What if it's the pins? Maybe they block my scan, like the Player"
Beat,"Could be, yo. Rhyme said Players can't scan each other."
Neku,Or technically people carrying Player Pins. It's like the pin blocks 
Beat,"So these people is all Players? I mean, if they got pins, yo..."
Neku,"No, we're the only two Players. I'm sure of it. These people are alive-"
Beat,"Naw, they can't play the Game if they alive. THINK, man!"
Neku,We can't all be great thinkers like you.
Beat,"So, yo, the Red Skull pins-- they a CAT design, right?"
Neku,"Wow, you know CAT?"
Beat,"Hells yeah, I ain't stupid. Everybody in Shibuya knows CAT! The two "
Neku,They do.
Beat,"It can't be a coincidence. The same guy musta made both, yo."
Neku,......
Beat,So that means... he's also gotta be... uhhhhhhhhhmmmmmmmm ...meh.
Neku,Riiight. How 'bout we go get Rhyme?
Beat,Oh! Good call! Lollipop is waitin'!
Neku,"...... (...Naw, that's ridiculous. It can't be him...)"
Kariya,"Oh, here already?"
Neku,!?
Kariya,That was fast.
Beat,"Yo, shut up! You done sayin' your prayers?"
Kariya,"Still a ball of energy, I see. Fine. Make me do some work, why don't"
Neku,Here he comes...
Beat,"Phones, careful. He's--"
Neku,What? Do I detect WORRY?
Beat,Huh!?
Neku,Who are you and what have--
Beat,"I'm right here, man. Quit that! I'm jus' tellin' you not to screw up, "
Kariya,"Tsk, tsk. Squabbling? You won't beat me like that. Come on. What are "
Beat,"You heard him, Phones! It's time for a throw down!"
Neku,I'm ready!
Kariya,"Ooh, very good."
Beat,Ha! Eat that! Betchu had enough!
Kariya,...... What can I say? I know when I'm beat. You win. Here's your pin
Uzuki,What are you DOING?
Kariya,!
Uzuki,"Ugh, Kariya! You lazy bum. Who said you could call it a day? Now look"
Kariya,Uzuki! What are you doing here?
Uzuki,I came to see if you were goofing off. And it's a good thing. 
Kariya,"Oh, do you have to be such a drudge?"
Uzuki,"Hey, who told me to put my heart into my work? Now you're gonna have "
Beat,"Tha's perfect, yo. We'll take both you and Lollipop at once! How many"
Kariya,"Aight, Uzuki. One more fight. If I have to."
Uzuki,You have to. I'll buy you a bowl of ramen later.
Kariya,"Bravo! You got us. A big hand for the winners. As promised, your pin."
Beat,"Yoink! Hang in there, Rhyme. I'll fix you right-- !? Hey... What are "
Neku,Huh!?
Beat,This pin's a fake!
Neku,"You dirty, lying cheaters!"
Kariya,Damn! I KNEW I couldn't trust her. Hoodwinked again!
Uzuki,"Kariya, what are you talking about?"
Kariya,The Iron Maiden gave us a fake on purpose.
Uzuki,What!? Then where's the real pin?
Kariya,Where do you think?
Uzuki,She lied to us!? Then my promotion... All of it...
Kariya,"Beat, I don't know what to say."
Beat,It's aight. Betchu ain't never even seen the real pin. How would you
Kariya,That's no excuse. I should've seen through the trick. Here. It won't 
Beat,"A Lv. 4 keypin? What's this for, man?"
Kariya,For everything. Right now... the UG needs you two to have this.
Neku,(The UG needs us? Why?)
Beat,"Aight, man. I know what to do."
Neku,(You... you do!?)
Beat,"C'mon, Phones! Oh, yo, 'fore I forget."
Kariya,Hmm?
Beat,Watch your backs.
Kariya,And why would we need to do that?
Neku,The last Reaper to give us a keypin got erased. We think the GM was
Beat,"Dontchu go bein' the next, aight?"
Kariya,"Aight. Thanks for the advice. We can take care of ourselves. Right,"
Uzuki,"Hmph. They can mind their own business. Go on, scram...before I get"
Beat,"Huh? Somethin' happened yesterday? I can't remember a thing! C'mon,"
Neku,Right. We've got a Game Master to find.
Kariya,"...Face it, she just used us to stall for time. Kiss that promotion "
Uzuki,Never.
Kariya,Huh?
Uzuki,I won't give up. Not now. Don't you see how messed up this all is? 
Kariya,"Ugh-ier than it was back in the day, I'll give you that."
Uzuki,Kariya... I love this town just as much as you. So I've decided. I 
Kariya,"My, oh my. That certainly sounds epic. Well, you let me know how that"
Uzuki,Ha ha. Nice try. You get to be my little helper.
Kariya,Bleh! Since when?
Uzuki,Together we can move up the ladder--really change things!
Kariya,A happier Shibuya for all Reapers. It does have a nice ring to it...
Uzuki,Anyway... I'm whipped for the day. Fat lot of good these O-Pins did 
Kariya,You mean these? They're toys. They don't do anything.
Uzuki,No way... Duds?
Kariya,"Something, anyway. Now how 'bout that ramen? I'm ready to--"
Uzuki,Those kids. They're fugitives. Enough to warrant an EC. Why'd you let
Kariya,"...... Uzuki, don't you feel it?"
Uzuki,Feel what?
Kariya,Shibuya's breaking.
Uzuki,Breaking? Don't be so dramatic.
Kariya,The town's... homogenizing. Turning simple.
Uzuki,"Hmm, now that you mention it... The usual cacophony of thoughts has"
Kariya,"Yeah. Because they're changing, focusing-- all on a single point."
Uzuki,You think it's an omen?
Kariya,"Dunno. I just hope that point isn't a period, The End."
Uzuki,Ungh... ahh...ahhhhhh...
Kariya,Uzuki?
Uzuki,Aaaaaaugh!!!
Kariya,"Hey, Uzuki, what's wrong! Nnngh! My... my head..."
Minamimoto,"Hmm, that took a while. Longer than I assumed. Hmph! This body "
left,Indelible Guilt. Chapter Closed]
Neku,!? This is... the scramble? Another day's gone by...
Beat,"Bwaaah! Crap, man! Crap crap crap!"
Neku,All right! Pipe down.
Beat,"How'm I supposed to pipe down, yo? It's Day 5! Where the hell is "
Neku,Relax. We've still got three days.
Beat,"We ONLY got three days, yo! An' I got less than you, remember? We ain't"
Neku,"...... Well, one thing at a time. First: calm down."
Beat,Aight! Fine.
Neku,That Lv. 4 keypin we got yesterday-- what does it open?
Beat,Kariya's key? Udagawa.
Neku,All right. Let's search there today.
Beat,Fine. The Iron Witch cost us two days. I ain't losin' anotha' one. No
Beat,"Time's a wastin', man! Le's book it to Udagawa!"
Reaper,......
Beat,What the--
Reaper,"To right the countless wrongs of our day, we shine this "
Neku,Here he comes!
Beat,"You hearin' this, yo? What's all the babblin' about?"
Neku,......
Mina,"...... To right the countless wrongs of our day, we shine "
Ai,that this place may become as paradise. What a wonderful world
Beat,Dammit! Where she at?
Neku,Take it easy! You're just gonna tire yourself out.
Beat,"Like I care, yo! Shoutin' is the only thing keepin' me calm!"
Neku,"You always run on full blast, huh?"
Beat,"Not even close, man. Only since comin' to the UG."
Neku,Yeah?
Beat,"When I was alive, I took everythin' at my own pace."
Neku,YOU?
Beat,Yeah. I wasn't crazy about nothin'. Tha's why my folks always bitched 
Neku,Yeah... I think I do.
Beat,"They kept expectin' stuff I ain't got, then made me feel like trash "
Neku,......
Beat,"So I quit tryin' altogether. Give up on myself, so my folks would, too."
Neku,...... But you've GOT a dream. Rhyme said you wanted to be world's best
Beat,"That was all jus' made-up, man."
Neku,Made-up? Why would you--
Beat,"Rhyme was beatin' herself up. Said she had no dreams. ""Why come back to"
Neku,......
Beat,"I realized somethin' then. Rhyme's all I got left. So I said to myself, "
Neku,Beat... You're definitely an idiot. A huge idiot.
Beat,Whatchu say!?
Neku,Why would you let your 'rents push you down like that? That's not the
Beat,Huh?
Neku,Like you're doing right now. Just go as far as you can go. The 
Beat,Phones...
Neku,I'm sorry about Rhyme. But what's done is done. Focus on the now. She
Beat,......
Neku,Why do you think she stuck by you? She knew you could do anything you 
Beat,Neku...
Neku,"You're an idiot, so start acting like one. Don't you turn into a deep"
Beat,"...... Pfft... Bwa ha ha! You said it, man! I ain't the sentimentious"
Neku,"All right, then."
Beat,Hoooooo! I am so fulla fight! Time to win this Game and change the 
Reaper,......
Neku,"Wait, why isn't he attacking?"
Beat,Maybe he don't see us.
Neku,Hmm... It might be a trap. Watch yourself.
Beat,Aight!
Beat,"Wha's his deal, yo?"
Neku,That Reaper's acting weird. Be careful.
Beat,Aight.
Guy,"...... To right the countless wrongs of our day, we"
Beat,Yo!
Reaper,......
Beat,"Yo, outta the way!"
Reaper,......
Beat,"You wanna fight, punk?"
Reaper,......
Beat,"The hell, man! Is he deaf?"
Neku,Something's definitely wrong.
Reaper,"...... Urrrg... To right the countless wrongs of our day, we"
Neku,Huh?
Beat,"Guy's trippin', yo."
Reaper,--that this place may become as paradise. What a wonderful 
Beat,"Yo, who broke this guy's antenna?"
Neku,Look out! He's coming for us!
Beat,"Yo, wassup with him?"
Neku,No idea. But I'm pretty sure he wasn't in control.
Beat,"Neku, man, you notice somethin'? Town's awful quiet, yo."
Neku,...... Yeah... Too quiet.
Beat,Le's try scannin'. See if we can figure somethin' out.
Neku,All right.
Neku,The whole town's acting weird... Let's try scanning.
Neku,(Something's wrong. I should try scanning.)
Neku,!?
Beat,What the--
Neku,They're all... they're all thinking the same thing!
Guy,"To right the countless wrongs of our day, we shine this light "
Neku,Even him!
Beat,"No way, man. I mean, this is crazy, ain't it?"
Neku,(What's happening to Shibuya?)
Beat,"Neku, look! They still got on them pins!"
Neku,......
Beat,"Huh? Wait, hold up... Bwaaah! Of course! Yo, man, I think I finally get"
Neku,Get what?
Beat,"The Composer! I know who he is! It's CAT, yo!"
Neku,"No, it's not."
Beat,"Huh? Whatchu mean, ""no""!? How can you be so sure? It's gotta be CAT, no"
